#chunk = 2000
1 8.870863 8.870863
2 8.870863 4.719328
4 8.870863 2.360170
8 8.870863 1.381745
16 8.870863 1.330459
32 8.870863 1.273912


# chunk = 5000
1 8.623574 8.623574
2 8.623574 5.013046
4 8.623574 2.606282
8 8.623574 1.583888
16 8.623574 1.342102
32 8.623574 1.295551


#chunk = 10000
1 8.770888 8.770888
2 8.770888 4.762471
4 8.770888 2.962808
8 8.770888 2.396400
16 8.770888 1.840925
32 8.770888 1.999710
