# lu
1 10.2110000000261 10.2110000000261
4 10.2110000000261 4.22599999998135
8 10.2110000000261 3.82800000000748
12 10.2110000000261 5.8010000000121
16 10.2110000000261 5.97400000001119
24 10.2110000000261 6.85499999998228
32 10.2110000000261 7.58100000002605
48 10.2110000000261 8.87899999996273
64 10.2110000000261 10.1560000000251


# lulock
1 10.1630000000251 10.1630000000251
4 10.1630000000251 6.19200000002888
8 10.1630000000251 6.12400000001861
12 10.1630000000251 5.37399999994506
16 10.1630000000251 6.14700000005399
24 10.1630000000251 5.05899999997672
32 10.1630000000251 5.83499999994507
48 10.1630000000251 5.01699999998698
64 10.1630000000251 3.70400000002792
